,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT,TEXT
0489962,CENOVUS FCCL LTD.,10,1455.0M,486.6M W,MCMURRAY,573.6M,0489962,07,106/12-14-076-06W4/00 N,WATER,07-23-076-06W4,INJECTION,106/12-14-076-06W4/00,CVE FCCL L05I01 LEISMER 12-14-76-6,2018,55.5932223152001,-110.8105748374,0489962 | 106/12-14-076-06W4/00 | CENOVUS FCCL LTD.
0489963,LONGSHORE RESOURCES LTD.,10,3500.0M,W 129.6M,LAKE,825.1M,0489963,07,S 341.1M,OIL,16-03-077-10W6,CRUDE,100/09-02-077-10W6/00,LONGSHORE HZ PCOUPES 9-2-77-10,2018,55.645411029,-119.4509992954,0489963 | 100/09-02-077-10W6/00 | LONGSHORE RESOURCES LTD.
0489964,LONGSHORE RESOURCES LTD.,10,3500.0M,W 129.5M,LAKE,825.5M,0489964,07,S 356.1M,OIL,16-03-077-10W6,CRUDE,102/09-02-077-10W6/00,LONGSHORE 102 HZ PCOUPES 9-2-77-10,2018,55.645411029,-119.4509992954,0489964 | 102/09-02-077-10W6/00 | LONGSHORE RESOURCES LTD.
0489965,TAQA NORTH LTD.,10,4235.0M,E 539.8M,MONTNEY,774.6M,0489965,07,S 337.4M,OIL,14-05-078-11W6,CRUDE,102/12-06-078-11W6/00,TQN HZ PCOUPES 12-6-78-11,2018,55.7326669114,-119.67058246,0489965 | 102/12-06-078-11W6/00 | TAQA NORTH LTD.
0489966,TAQA NORTH LTD.,10,4900.0M,E 526.4M,MONTNEY,774.7M,0489966,07,S 322.5M,OIL,14-05-078-11W6,CRUDE,102/09-04-078-11W6/00,TQN HZ PCOUPES 9-4-78-11,2018,55.7326669114,-119.67058246,0489966 | 102/09-04-078-11W6/00 | TAQA NORTH LTD.
0489967,TAQA NORTH LTD.,10,4705.0M,E 499.6M,MONTNEY,775.4M,0489967,07,S 292.9M,OIL,14-05-078-11W6,CRUDE,102/16-04-078-11W6/00,TQN HZ PCOUPES 16-4-78-11,2018,55.7326669114,-119.67058246,0489967 | 102/16-04-078-11W6/00 | TAQA NORTH LTD.
0489968,TAQA NORTH LTD.,10,4182.0M,E 486.2M,MONTNEY,775.8M,0489968,07,S 278.0M,OIL,14-05-078-11W6,CRUDE,103/13-06-078-11W6/00,TQN PCOUPES 13-6-78-11,2018,55.7326669114,-119.67058246,0489968 | 103/13-06-078-11W6/00 | TAQA NORTH LTD.
0489969,EXSHAW OIL CORP.,10,3900.0M,W 544.0M,LAKE,911.2M,0489969,07,S 335.3M,OIL,15-18-077-07W6,CRUDE,100/16-17-077-07W6/00,EXSHAW OIL HZ VALHALLA 16-17-77-7,2018,55.6744938726001,-119.0631395054,0489969 | 100/16-17-077-07W6/00 | EXSHAW OIL CORP.
0489970,TAQA NORTH LTD.,10,4180.0M,E 513.0M,MONTNEY,775.1M,0489970,07,S 307.7M,OIL,14-05-078-11W6,CRUDE,103/12-06-078-11W6/00,TQN HZ PCOUPES 12-6-78-11,2018,55.7326669114,-119.67058246,0489970 | 103/12-06-078-11W6/00 | TAQA NORTH LTD.
0489971,TANGLE CREEK ENERGY LTD.,10,3400.0M,W 138.1M,DUNVEGAN,993M,0489971,07,N 266.6M,OIL,01-30-060-18W5,CRUDE,102/08-29-060-18W5/00,TANGLE CREEK KAYBOBS 8-29-60-18,2018,54.2127605636001,-116.6790522728,0489971 | 102/08-29-060-18W5/00 | TANGLE CREEK ENERGY LTD.
0489972,TANGLE CREEK ENERGY LTD.,10,3400.0M,W 136.6M,DUNVEGAN,992.9M,0489972,07,N 256.9M,OIL,01-30-060-18W5,CRUDE,103/01-29-060-18W5/00,TANGLE CREEK KAYBOBS 1-29-60-18,2018,54.2127605636001,-116.6790522728,0489972 | 103/01-29-060-18W5/00 | TANGLE CREEK ENERGY LTD.
0489973,YANGARRA RESOURCES CORP.,10,3750.0M,E 493.5M,CARDIUM,1042.6M,0489973,07,S 425.8M,OIL,11-30-043-07W5,CRUDE,100/13-31-043-07W5/00,YANGARRA HZ WILLGR 13-31-43-7,2018,52.7363669032001,-115.006745805,0489973 | 100/13-31-043-07W5/00 | YANGARRA RESOURCES CORP.
0442878,CONOCOPHILLIPS CANADA RESOURCES CORP.,11,1600.0M,87.7M W,MCMURRAY,571.7M,0442878,07,103/05-26-083-06W4/02 N,BITUMEN,02-27-083-06W4,CRUDE,103/05-26-083-06W4/02,COPRC HZ 2632P05STK NEWBY 5-26-83-6,2018,56.218749,-110.8514094006,0442878 | 103/05-26-083-06W4/02 | CONOCOPHILLIPS CANADA RESOURCES CORP.
0443148,CONOCOPHILLIPS CANADA RESOURCES CORP.,11,1690.0M,122.5M W,MCMURRAY,571.6M,0443148,07,105/12-26-083-06W4/02 N,BITUMEN,02-27-083-06W4,CRUDE,105/12-26-083-06W4/02,COPRC HZ 2632P02STK NEWBY 12-26-83-6,2018,56.218749,-110.8514094006,0443148 | 105/12-26-083-06W4/02 | CONOCOPHILLIPS CANADA RESOURCES CORP.
0489974,KARVE ENERGY INC.,11,2007.0M,207.6M E,VIKING,800.8M,0489974,07,100/08-12-035-09W4/00 S,OIL,14-12-035-09W4,CRUDE,100/08-12-035-09W4/00,KARVE HZ PROVOST 8-12-35-9,2018,51.9915503308001,-111.1620756298,0489974 | 100/08-12-035-09W4/00 | KARVE ENERGY INC.
0489975,KARVE ENERGY INC.,11,1770.0M,207.6M E,VIKING,800.8M,0489975,07,100/16-12-035-09W4/00 S,OIL,14-12-035-09W4,CRUDE,100/16-12-035-09W4/00,KARVE HZ PROVOST 16-12-35-9,2018,51.9915503308001,-111.1620756298,0489975 | 100/16-12-035-09W4/00 | KARVE ENERGY INC.
0489976,TORXEN ENERGY LTD.,11,4095.0M,60.0M E,QUARTZ,882.9M,0489976,07,100/15-36-026-19W4/00 S,OIL,14-32-026-18W4,CRUDE,100/15-36-026-19W4/00,TXNE 14D-32 HZ WAYNE,2018,51.265490444,-112.4840879438,0489976 | 100/15-36-026-19W4/00 | TORXEN ENERGY LTD.
0489977,TORXEN ENERGY LTD.,11,3190.0M,75.1M E,QUARTZ,894.8M,0489977,07,100/04-33-026-20W4/00 N,OIL,04-28-026-20W4,CRUDE,100/04-33-026-20W4/00,TXNE 4A-28 HZ HUSSAR,2018,51.2431846120001,-112.7398319138,0489977 | 100/04-33-026-20W4/00 | TORXEN ENERGY LTD.
0314285,CONOCOPHILLIPS CANADA RESOURCES CORP.,12,1580.0M,332.4M E,MCMURRAY,657.5M,0314285,07,100/10-12-083-07W4/02 S,BITUMEN,14-01-083-07W4,CRUDE,100/10-12-083-07W4/02,COPRC HZ102P01STK RESDELN 10-12-83-7,2018,56.1678019468,-110.9696765522,0314285 | 100/10-12-083-07W4/02 | CONOCOPHILLIPS CANADA RESOURCES CORP.
0489978,DEVON CANADA CORPORATION,12,541.0M,444.3M E,WOODBEND,601.4M,0489978,07,1AB/05-32-075-06W4/00 N,BITUMEN,06-32-075-06W4,CRUDE,1AB/05-32-075-06W4/00,DEVON 5B LEISMER 5-32-75-6,2018,55.5350525364001,-110.9009959072,0489978 | 1AB/05-32-075-06W4/00 | DEVON CANADA CORPORATION
0489979,CANADIAN NATURAL RESOURCES LIMITED,12,847.0M,82.4M E,DINA,616.9M,0489979,07,100/14-07-056-06W4/00 S,BITUMEN,13-07-056-06W4,CRUDE,100/14-07-056-06W4/00,CNRL 14A LNDBRGH,2018,53.8256182598001,-110.8862287112,0489979 | 100/14-07-056-06W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0489980,KARVE ENERGY INC.,12,1640.0M,165.2M E,VIKING,827.6M,0489980,07,102/02-26-035-08W4/00 N,OIL,04-25-035-08W4,CRUDE,102/02-26-035-08W4/00,KARVE 102 HZ PROVOST,2018,52.0282693052001,-111.0191548088,0489980 | 102/02-26-035-08W4/00 | KARVE ENERGY INC.
0489981,KARVE ENERGY INC.,12,1648.0M,165.6M E,VIKING,827.3M,0489981,07,103/02-26-035-08W4/00 N,OIL,04-25-035-08W4,CRUDE,103/02-26-035-08W4/00,KARVE 103 HZ PROVOST,2018,52.0282693052001,-111.0191548088,0489981 | 103/02-26-035-08W4/00 | KARVE ENERGY INC.
0489982,KARVE ENERGY INC.,12,1691.0M,165.4M E,VIKING,827.4M,0489982,07,103/12-24-035-08W4/00 N,OIL,04-25-035-08W4,CRUDE,103/12-24-035-08W4/00,KARVE 102 HZ PROVOST 12-24-35-8,2018,52.0282693052001,-111.0191548088,0489982 | 103/12-24-035-08W4/00 | KARVE ENERGY INC.
0489983,KARVE ENERGY INC.,12,1729.0M,165.0M E,VIKING,828M,0489983,07,102/12-24-035-08W4/00 N,OIL,04-25-035-08W4,CRUDE,102/12-24-035-08W4/00,KARVE 103 HZ PROVOST 12-24-35-8,2018,52.0282693052001,-111.0191548088,0489983 | 102/12-24-035-08W4/00 | KARVE ENERGY INC.
0489984,ARTIS EXPLORATION LTD.,12,5500.0M,E 702.0M,DUVERNAY,926.6M,0489984,07,S 55.0M,OIL,14-36-033-24W4,CRUDE,100/02-25-033-24W4/00,ARTIS HZ HUXLEY,2018,51.8761781548001,-113.2789129462,0489984 | 100/02-25-033-24W4/00 | ARTIS EXPLORATION LTD.
0489985,ARTIS EXPLORATION LTD.,12,5500.0M,E 672.0M,DUVERNAY,926.4M,0489985,07,S 55.0M,OIL,14-36-033-24W4,CRUDE,100/03-25-033-24W4/00,ARTIS HZ HUXLEY,2018,51.8761781548001,-113.2789129462,0489985 | 100/03-25-033-24W4/00 | ARTIS EXPLORATION LTD.
0489986,ARTIS EXPLORATION LTD.,12,6000.0M,E 657.0M,DUVERNAY,925.9M,0489986,07,S 55.0M,OIL,14-36-033-24W4,CRUDE,102/14-12-034-24W4/00,ARTIS HZ 102 HUXLEY,2018,51.8761781548001,-113.2789129462,0489986 | 102/14-12-034-24W4/00 | ARTIS EXPLORATION LTD.
0489987,ARTIS EXPLORATION LTD.,12,6000.0M,E 687.0M,DUVERNAY,926.5M,0489987,07,S 55.0M,OIL,14-36-033-24W4,CRUDE,100/15-12-034-24W4/00,ARTIS HZ HUXLEY,2018,51.8761781548001,-113.2789129462,0489987 | 100/15-12-034-24W4/00 | ARTIS EXPLORATION LTD.
0489988,KARVE ENERGY INC.,12,2034.0M,278.1M W,VIKING,799.3M,0489988,07,102/04-24-035-09W4/00 N,OIL,01-24-035-09W4,CRUDE,102/04-24-035-09W4/00,KARVE 102 HZ PROVOST 4-24-35-9,2018,52.0133938150001,-111.1502984024,0489988 | 102/04-24-035-09W4/00 | KARVE ENERGY INC.
0489989,KARVE ENERGY INC.,12,2002.0M,293.1M W,VIKING,799.5M,0489989,07,103/04-24-035-09W4/00 N,OIL,01-24-035-09W4,CRUDE,103/04-24-035-09W4/00,KARVE 103 HZ PROVOST 4-24-35-9,2018,52.0133938150001,-111.1502984024,0489989 | 103/04-24-035-09W4/00 | KARVE ENERGY INC.
0489990,GRIZZLY RESOURCES LTD.,12,1608.3M,W 91.2M,CREEK,707.1M,0489990,07,S 75.0M,WATER,16-26-078-08W6,INJECTION,100/13-26-078-08W6/00,GRL 100 HZ VALHALLA 13-26-78-8,2018,55.7908160354001,-119.1148377392,0489990 | 100/13-26-078-08W6/00 | GRIZZLY RESOURCES LTD.
0489991,CANADIAN NATURAL RESOURCES LIMITED,12,2297.0M,602.0M W,MCMURRAY,704.9M,0489991,07,100/12-36-073-08W4/00 S,WATER,09-25-073-08W4,INJECTION,100/12-36-073-08W4/00,CNRL KS21 2I HZ KIRBY 12-36-73-8,2018,55.3533739608001,-111.0862500974,0489991 | 100/12-36-073-08W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0489992,PEYTO EXPLORATION & DEVELOPMENT CORP.,12,4450.0M,E 610.7M,CARDIUM,1070.7M,0489992,07,S 544.1M,GAS,11-21-053-21W5,PRODUCTION,102/07-16-053-21W5/00,PEYTO ANSELL 7-16-53-21,2018,53.5941542214,-117.0379633746,0489992 | 102/07-16-053-21W5/00 | PEYTO EXPLORATION & DEVELOPMENT CORP.
0489993,GRIZZLY RESOURCES LTD.,12,1807.7M,W 91.2M,CREEK,707.1M,0489993,07,S 85.0M,OIL,16-26-078-08W6,CRUDE,102/13-26-078-08W6/00,GRL 102 HZ VALHALLA 13-26-78-8,2018,55.7908160354001,-119.1148377392,0489993 | 102/13-26-078-08W6/00 | GRIZZLY RESOURCES LTD.
0489994,YANGARRA RESOURCES CORP.,12,4019.9M,W 511.5M,CARDIUM,1041.4M,0489994,07,S 485.0M,OIL,10-28-039-08W5,CRUDE,102/09-27-039-08W5/00,YANGARRA HZ FERRIER 9-27-39-8,2018,52.3871394912001,-115.0834661586,0489994 | 102/09-27-039-08W5/00 | YANGARRA RESOURCES CORP.
0489995,YANGARRA RESOURCES CORP.,12,4009.7M,W 525.9M,CARDIUM,1041.9M,0489995,07,S 471.1M,OIL,10-28-039-08W5,CRUDE,100/09-27-039-08W5/00,YANGARRA 102 HZ FERRIER 9-27-39-8,2018,52.3871394912001,-115.0834661586,0489995 | 100/09-27-039-08W5/00 | YANGARRA RESOURCES CORP.
0489996,YANGARRA RESOURCES CORP.,12,4082.7M,W 540.4M,CARDIUM,1041.9M,0489996,07,S 457.3M,OIL,10-28-039-08W5,CRUDE,100/16-27-039-08W5/00,YANGARRA HZ FERRIER 16-27-39-8,2018,52.3871394912001,-115.0834661586,0489996 | 100/16-27-039-08W5/00 | YANGARRA RESOURCES CORP.
0489997,TIMBERROCK ENERGY CORP.,12,4100.0M,W 255.0M,GLAUCONITIC,1062.9M,0489997,07,N 54.9M,GAS,01-10-034-05W5,PRODUCTION,102/01-03-034-05W5/00,TIMBERROCK 102HZ ETAL CAROL 1-3-34-5,2018,51.8983566500001,-114.6182330534,0489997 | 102/01-03-034-05W5/00 | TIMBERROCK ENERGY CORP.
0489998,NORTH 40 RESOURCES LTD.,12,2750.0M,W 416.4M,BANFF,760.6M,0489998,07,S 140.8M,OIL,15-05-027-17W4,CRUDE,100/15-08-027-17W4/00,NORTH 40 CESS,2018,51.2793967998001,-112.3513891468,0489998 | 100/15-08-027-17W4/00 | NORTH 40 RESOURCES LTD.
0489999,SPUR PETROLEUM LTD.,12,2900.0M,E 75.0M,MANNVILLE,619M,0489999,07,S 749.7M,OIL,12-11-063-01W5,CRUDE,102/08-09-063-01W5/00,SPL 12-11 HZ 102 JARVIE 8-9-63-1,2018,54.4381202642001,-114.0421866712,0489999 | 102/08-09-063-01W5/00 | SPUR PETROLEUM LTD.
0490000,BONTERRA ENERGY CORP.,12,3470.0M,W 184.6M,CARDIUM,831.6M,0490000,07,S 201.2M,OIL,16-13-047-08W5,CRUDE,102/08-19-047-07W5/00,BONTERRA 102 HZ PEMBINA 8-19-47-7,2018,53.0556888128,-115.0282114262,0490000 | 102/08-19-047-07W5/00 | BONTERRA ENERGY CORP.
0490001,CANAMAX ENERGY LTD.,13,2700.0M,E 496.5M,MONTNEY,648.9M,0490001,07,S 298.8M,OIL,14-29-083-23W5,CRUDE,103/14-32-083-23W5/00,CANAMAX 02 HZ GRIMSHAW 14-32-83-23,2018,56.2279225462001,-117.599873266,0490001 | 103/14-32-083-23W5/00 | CANAMAX ENERGY LTD.
0490002,CANAMAX ENERGY LTD.,13,2700.0M,E 496.5M,MONTNEY,648.9M,0490002,07,S 312.8M,OIL,14-29-083-23W5,CRUDE,100/13-32-083-23W5/00,CANAMAX HZ GRIMSHAW 13-32-83-23,2018,56.2279225462001,-117.599873266,0490002 | 100/13-32-083-23W5/00 | CANAMAX ENERGY LTD.
0490003,CANAMAX ENERGY LTD.,13,2700.0M,E 496.5M,MONTNEY,648.9M,0490003,07,S 326.8M,OIL,14-29-083-23W5,CRUDE,100/05-33-083-23W5/00,CANAMAX HZ GRIMSHAW 5-33-83-23,2018,56.2279225462001,-117.599873266,0490003 | 100/05-33-083-23W5/00 | CANAMAX ENERGY LTD.
0490004,ARTIS EXPLORATION LTD.,13,5000.0M,W 750.3M,DUVERNAY,909.7M,0490004,07,S 678.5M,OIL,10-18-031-25W4,CRUDE,102/02-07-031-25W4/00,ARTIS ET AL HZ 102 TWINING 2-7-31-25,2018,51.6576435114001,-113.527033983,0490004 | 102/02-07-031-25W4/00 | ARTIS EXPLORATION LTD.
0490005,TORXEN ENERGY LTD.,13,3100.0M,W 788.0M,MANNVILLE,771.5M,0490005,07,N 65.0M,OIL,02-33-015-15W4,CRUDE,102/04-03-016-15W4/00,TXNE 2B-33 HZ ALDSON,2018,50.2966859160001,-112.000227230167,0490005 | 102/04-03-016-15W4/00 | TORXEN ENERGY LTD.
0490006,TANGLE CREEK ENERGY LTD.,13,3400.0M,W 710.9M,DUNVEGAN,926.2M,0490006,07,N 226.0M,OIL,02-32-060-17W5,CRUDE,102/01-29-060-17W5/00,TANGLE CREEK KAYBOBS 1-29-60-17,2018,54.2272029162001,-116.5040495792,0490006 | 102/01-29-060-17W5/00 | TANGLE CREEK ENERGY LTD.
0490007,HUSKY OIL OPERATIONS LIMITED,13,5155.0M,W 729.3M,MONTNEY,811.3M,0490007,07,N 123.5M,OIL,02-06-066-02W6,CRUDE,100/03-12-066-03W6/00,HUSKY HZ KARR 3-12-66-3,2018,54.6783879964001,-118.27983466,0490007 | 100/03-12-066-03W6/00 | HUSKY OIL OPERATIONS LIMITED
0490008,CORVAL ENERGY LTD.,13,2650.0M,W 180.0M,GLAUCONITIC,766.1M,0490008,07,N 199.9M,OIL,01-15-028-12W4,CRUDE,100/01-14-028-12W4/00,CORVAL STANMORE 1-14-28-12,2018,51.3892577712001,-111.6013779836,0490008 | 100/01-14-028-12W4/00 | CORVAL ENERGY LTD.
0490009,BOULDER ENERGY LTD.,13,4184.0M,W 182.2M,RIVER,1259.2M,0490009,07,N 220.2M,OIL,01-03-047-15W5,CRUDE,102/08-01-047-15W5/00,BLDR 1A-3 HZ 102 BRAZR 8-1-47-15,2018,53.0198266696667,-116.1003072315,0490009 | 102/08-01-047-15W5/00 | BOULDER ENERGY LTD.
0490010,SHELL CANADA LIMITED,16,6614.0M,E 726.1M,DUVERNAY,790.4M,0490010,07,S 406.8M,GAS,11-32-064-21W5,PRODUCTION,100/08-28-064-21W5/00,SCL HZ FC734B TONY CKN 8-28-64-21,2018,54.5837421542,-117.1416666444,0490010 | 100/08-28-064-21W5/00 | SHELL CANADA LIMITED
0490011,SHELL CANADA LIMITED,16,6629.0M,E 721.2M,DUVERNAY,790.4M,0490011,07,S 406.1M,GAS,11-32-064-21W5,PRODUCTION,100/16-21-064-21W5/00,SCL HZ FC734C TONY CKN 16-21-64-21,2018,54.5837421542,-117.1416666444,0490011 | 100/16-21-064-21W5/00 | SHELL CANADA LIMITED
0490012,SHELL CANADA LIMITED,16,7208.0M,E 716.3M,DUVERNAY,790.3M,0490012,07,S 405.5M,GAS,11-32-064-21W5,PRODUCTION,100/09-21-064-21W5/00,SCL HZ FC734D TONY CKN 9-21-64-21,2018,54.5837421542,-117.1416666444,0490012 | 100/09-21-064-21W5/00 | SHELL CANADA LIMITED
0490013,ATHABASCA OIL CORPORATION,16,5700.0M,W 290.9M,MONTNEY,1074.4M,0490013,07,S 178.6M,GAS,16-30-060-23W5,PRODUCTION,100/15-06-061-23W5/00,ATH HZ PLACID 15-6-61-23,2018,54.2199139332001,-117.4288123438,0490013 | 100/15-06-061-23W5/00 | ATHABASCA OIL CORPORATION
0490014,KICKING HORSE OIL & GAS LTD.,16,6625.0M,E 145.4M,MONTNEY,1001.9M,0490014,07,N 204.4M,GAS,04-05-064-06W6,PRODUCTION,100/01-04-064-06W6/00,KCK 4-5 HZ KAKWA 1-4-64-6,2018,54.5039508084001,-118.8711569338,0490014 | 100/01-04-064-06W6/00 | KICKING HORSE OIL & GAS LTD.
0490015,SHELL CANADA LIMITED,16,6228.0M,E 731.0M,DUVERNAY,790.2M,0490015,07,S 407.4M,GAS,11-32-064-21W5,PRODUCTION,102/16-28-064-21W5/00,SCL TONY CKN 16-28-64-21,2018,54.5837421542,-117.1416666444,0490015 | 102/16-28-064-21W5/00 | SHELL CANADA LIMITED
0490016,TORXEN ENERGY LTD.,16,4077.3M,85.0M W,ELLERSLIE,898.2M,0490016,07,102/11-33-026-20W4/00 N,OIL,02-28-026-20W4,CRUDE,102/11-33-026-20W4/00,TXNE 2B-28 HZ HUSSAR,2018,51.2431774496001,-112.7283430532,0490016 | 102/11-33-026-20W4/00 | TORXEN ENERGY LTD.
0490017,TORXEN RESOURCES LTD.,16,3770.0M,85.0M W,ELLERSLIE,898.6M,0490017,07,103/09-16-026-20W4/00 N,OIL,02-28-026-20W4,CRUDE,103/09-16-026-20W4/00,TXNR 2B-28 HZ HUSSAR,2018,51.2431774496001,-112.7283430532,0490017 | 103/09-16-026-20W4/00 | TORXEN RESOURCES LTD.
0490018,WESTBRICK ENERGY LTD.,16,5750.0M,E 181.0M,MANNVILLE,966.4M,0490018,07,S 566.4M,GAS,12-27-044-11W5,PRODUCTION,102/16-26-044-11W5/00,WESTBRICK 102 HZ PEMBINA 16-26-44-11,2018,52.8238164780001,-115.5150135414,0490018 | 102/16-26-044-11W5/00 | WESTBRICK ENERGY LTD.
0490019,GAIN ENERGY LTD.,16,3000.0M,W 479.3M,CARDIUM,818.6M,0490019,07,N 61.4M,OIL,02-33-067-08W6,CRUDE,100/15-33-067-08W6/00,GAIN HZ WAPITI 15-33-67-8,2018,54.8382503010001,-119.1473379958,0490019 | 100/15-33-067-08W6/00 | GAIN ENERGY LTD.
0490020,TORXEN ENERGY LTD.,16,3592.0M,690.2M W,QUARTZ,881.8M,0490020,07,103/04-02-027-20W4/00 N,OIL,08-10-027-20W4,CRUDE,103/04-02-027-20W4/00,TXNE 8D-10 HZ WAYNE,2018,51.2865866850001,-112.7263556154,0490020 | 103/04-02-027-20W4/00 | TORXEN ENERGY LTD.
0490021,ENTRADA RESOURCES INC.,17,4500.0M,E 592.7M,CARDIUM,1065.5M,0490021,07,S 210.4M,OIL,14-36-041-06W5,CRUDE,104/16-31-041-05W5/00,ENTRADA HZ 103 WILLGR 16-31-41-5,2018,52.5754382580001,-114.7357023804,0490021 | 104/16-31-041-05W5/00 | ENTRADA RESOURCES INC.
0490022,ATHABASCA OIL CORPORATION,17,2057.0M,225.6M E,MCMURRAY,635.2M,0490022,07,100/16-15-078-10W4/00 S,WATER,14-22-078-10W4,INJECTION,100/16-15-078-10W4/00,ATH L7I1 LEISMER 16-15-78-10,2018,55.7749724394001,-111.4703543982,0490022 | 100/16-15-078-10W4/00 | ATHABASCA OIL CORPORATION
0490023,ATHABASCA OIL CORPORATION,17,1993.8M,225.7M E,MCMURRAY,635.3M,0490023,07,102/16-15-078-10W4/00 S,WATER,14-22-078-10W4,INJECTION,102/16-15-078-10W4/00,ATH L7I2 LEISMER 16-15-78-10,2018,55.7749724394001,-111.4703543982,0490023 | 102/16-15-078-10W4/00 | ATHABASCA OIL CORPORATION
0490024,ATHABASCA OIL CORPORATION,17,1945.5M,225.7M E,MCMURRAY,635.3M,0490024,07,103/16-15-078-10W4/00 S,WATER,14-22-078-10W4,INJECTION,103/16-15-078-10W4/00,ATH L7I3 LEISMER 16-15-78-10,2018,55.7749724394001,-111.4703543982,0490024 | 103/16-15-078-10W4/00 | ATHABASCA OIL CORPORATION
0490025,ATHABASCA OIL CORPORATION,17,1920.9M,225.8M E,MCMURRAY,635.4M,0490025,07,102/15-15-078-10W4/00 S,WATER,14-22-078-10W4,INJECTION,102/15-15-078-10W4/00,ATH L7I4 LEISMER 15-15-78-10,2018,55.7749724394001,-111.4703543982,0490025 | 102/15-15-078-10W4/00 | ATHABASCA OIL CORPORATION
0490026,ATHABASCA OIL CORPORATION,17,1938.4M,225.9M E,MCMURRAY,635.4M,0490026,07,103/15-15-078-10W4/00 S,WATER,14-22-078-10W4,INJECTION,103/15-15-078-10W4/00,ATH L7I5 LEISMER 15-15-78-10,2018,55.7749724394001,-111.4703543982,0490026 | 103/15-15-078-10W4/00 | ATHABASCA OIL CORPORATION
0490027,BONAVISTA ENERGY CORPORATION,17,4721.0M,W 125.0M,ELLERSLIE,963.3M,0490027,07,S 470.0M,GAS,09-27-056-16W5,PRODUCTION,102/01-22-056-16W5/00,BEC HZ MCLEOD 1-22-56-16,2018,53.8706737344001,-116.2832608684,0490027 | 102/01-22-056-16W5/00 | BONAVISTA ENERGY CORPORATION
0490028,ALTURA ENERGY INC.,17,3600.0M,E 398.1M,REX,759.5M,0490028,07,S 614.7M,OIL,11-27-048-26W4,CRUDE,100/04-22-048-26W4/00,ALTURA LEDUC-WB 4-22-48-26,2018,53.1720159358,-113.7224410514,0490028 | 100/04-22-048-26W4/00 | ALTURA ENERGY INC.
0490029,ALTURA ENERGY INC.,17,3600.0M,E 410.6M,REX,759.7M,0490029,07,S 614.7M,OIL,11-27-048-26W4,CRUDE,102/03-22-048-26W4/00,ALTURA 102 LEDUC-WB 3-22-48-26,2018,53.1720159358,-113.7224410514,0490029 | 102/03-22-048-26W4/00 | ALTURA ENERGY INC.
0490030,BONAVISTA ENERGY CORPORATION,17,5714.0M,W 739.6M,GLAUCONITIC,1049.2M,0490030,07,N 65.0M,GAS,02-34-040-06W5,PRODUCTION,100/02-22-040-06W5/00,BEC HZ WILLGR 2-22-40-6,2018,52.4810097392001,-114.7717865996,0490030 | 100/02-22-040-06W5/00 | BONAVISTA ENERGY CORPORATION
0490031,CANADIAN NATURAL RESOURCES LIMITED,17,711.0M,653.5M W,CUMMINGS,697.3M,0490031,07,102/07-11-058-06W4/00 N,BITUMEN,08-11-058-06W4,CRUDE,102/07-11-058-06W4/00,CNRL 7A LNDBRGH 7-11-58-6,2018,53.9928645242,-110.7751444064,0490031 | 102/07-11-058-06W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490032,CANADIAN NATURAL RESOURCES LIMITED,17,910.0M,636.7M W,CUMMINGS,698.2M,0490032,07,100/16-11-058-06W4/00 N,BITUMEN,08-11-058-06W4,CRUDE,100/16-11-058-06W4/00,CNRL 16A LNDBRGH 16-11-58-6,2018,53.9928645242,-110.7751444064,0490032 | 100/16-11-058-06W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490033,CANADIAN NATURAL RESOURCES LIMITED,17,838.0M,678.3M W,CUMMINGS,697.2M,0490033,07,100/12-12-058-06W4/00 N,BITUMEN,08-11-058-06W4,CRUDE,100/12-12-058-06W4/00,CNRL 12B LNDBRGH 12-12-58-6,2018,53.9928645242,-110.7751444064,0490033 | 100/12-12-058-06W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490034,CANADIAN NATURAL RESOURCES LIMITED,17,849.0M,119.1M E,DINA,705.7M,0490034,07,102/08-30-058-05W4/00 N,BITUMEN,04-29-058-05W4,CRUDE,102/08-30-058-05W4/00,CNRL 8A LNDBRGH 8-30-58-5,2018,54.036652102,-110.7128517146,0490034 | 102/08-30-058-05W4/00 | CANADIAN NATURAL RESOURCES LIMITED
0490035,SPUR PETROLEUM LTD.,17,2400.0M,E 42.3M,CLEARWATER,645.7M,0490035,07,N 296.3M,BITUMEN,04-28-073-24W4,CRUDE,100/05-27-073-24W4/00,SPL 4-28 HZ MARTENH 5-27-73-24,2018,55.34609667,-113.6372378066,0490035 | 100/05-27-073-24W4/00 | SPUR PETROLEUM LTD.
0490036,SPUR PETROLEUM LTD.,17,2400.0M,E 41.9M,CLEARWATER,645.6M,0490036,07,N 286.3M,BITUMEN,04-28-073-24W4,CRUDE,102/05-27-073-24W4/00,SPL 4-28 HZ 102 MARTENH 5-27-73-24,2018,55.34609667,-113.6372378066,0490036 | 102/05-27-073-24W4/00 | SPUR PETROLEUM LTD.
