,COMP,DAY,DEPTH,EAST,FIELD,GL,LIC,MONTH,NORTH,PROD,SURF_LOC,TYPE,UWI,WELL,YEAR,LATT,LONGT
489861,CANADIAN NATURAL RESOURCES LIMITED,4,836.0M,580.1M E,CUMMINGS,606.1M,489861,7,102/07-14-055-03W4/00 S,BITUMEN,11-14-055-03W4,CRUDE,102/07-14-055-03W4/00,CNRL 7B FROG LK 7-14-55-3,2018,53.75294231,-110.3419569
489862,CANADIAN NATURAL RESOURCES LIMITED,4,570.0M,637.6M E,CUMMINGS,606.1M,489862,7,100/11-14-055-03W4/00 S,BITUMEN,11-14-055-03W4,CRUDE,100/11-14-055-03W4/00,CNRL 11A FROG LK 11-14-55-3,2018,53.75294231,-110.3419569
489863,CANADIAN NATURAL RESOURCES LIMITED,4,624.0M,604.1M E,CUMMINGS,606.1M,489863,7,102/11-14-055-03W4/00 S,BITUMEN,11-14-055-03W4,CRUDE,102/11-14-055-03W4/00,CNRL 11C FROG LK 11-14-55-3,2018,53.75294231,-110.3419569
489864,CANADIAN NATURAL RESOURCES LIMITED,4,816.0M,615.7M E,CUMMINGS,606.1M,489864,7,100/12-14-055-03W4/00 S,BITUMEN,11-14-055-03W4,CRUDE,100/12-14-055-03W4/00,CNRL 12B FROG LK 12-14-55-3,2018,53.75294231,-110.3419569
489865,CANADIAN NATURAL RESOURCES LIMITED,4,880.0M,592.2M E,CUMMINGS,606.1M,489865,7,102/13-14-055-03W4/00 S,BITUMEN,11-14-055-03W4,CRUDE,102/13-14-055-03W4/00,CNRL 13D FROG LK 13-14-55-3,2018,53.75294231,-110.3419569
489866,BOW RIVER ENERGY LTD.,4,1400.0M,77.4M E,DINA,666.1M,489866,7,102/12-01-039-02W4/00 N,OIL,04-12-039-02W4,CRUDE,102/12-01-039-02W4/00,BOW RIVER PROVOST,2018,52.33352556,-110.1632103
489867,CANADIAN NATURAL RESOURCES LIMITED,4,614.0M,262.1M W,CLEARWATER,536.6M,489867,7,100/11-30-062-07W4/00 S,BITUMEN,15-30-062-07W4,CRUDE,100/11-30-062-07W4/00,CNRL 11B BNNYVLLE 11-30-62-7,2018,54.39380083,-111.0327901
489868,CANADIAN NATURAL RESOURCES LIMITED,4,452.0M,247.1M W,CLEARWATER,536.6M,489868,7,100/14-30-062-07W4/00 S,BITUMEN,15-30-062-07W4,CRUDE,100/14-30-062-07W4/00,CNRL 14A BNNYVLLE 14-30-62-7,2018,54.39380083,-111.0327901
489869,CANADIAN NATURAL RESOURCES LIMITED,4,472.0M,231.6M W,CLEARWATER,536.6M,489869,7,102/15-30-062-07W4/00 S,BITUMEN,15-30-062-07W4,CRUDE,102/15-30-062-07W4/00,CNRL 15A BNNYVLLE 15-30-62-7,2018,54.39380083,-111.0327901
489870,PARAMOUNT RESOURCES LTD.,4,5070.0M,W 528.7M,MONTNEY,768.9M,489870,7,N 249.9M,OIL,02-25-064-19W5,CRUDE,103/15-36-064-19W5/00,PARA 103 HZ KAYBOB 15-36-64-19,2018,54.56208524,-116.7259295
489871,TORXEN ENERGY LTD.,4,3013.0M,E 168.5M,ELLERSLIE,746.1M,489871,7,S 144.0M,OIL,13-11-016-13W4,CRUDE,102/01-22-016-13W4/00,TXNE 13C-11 HZ BANTRY,2018,50.33320631,-111.6909022
489872,TORXEN ENERGY LTD.,4,2813.0M,E 168.3M,ELLERSLIE,746.1M,489872,7,S 132.0M,OIL,13-11-016-13W4,CRUDE,100/04-23-016-13W4/00,TXNE 13C-11 HZ BANTRY,2018,50.33320631,-111.6909022
145006,TAQA NORTH LTD.,5,508.0M,460.3M W,EDMONTON,1021.6M,145006,7,100/07-25-018-27W4/02 N,GAS,07-25-018-27W4,RESUMPTIONPRODUCTION,100/07-25-018-27W4/02,TQN HERRON,2018,50.54438905,-113.5779153
489873,JUPITER RESOURCES INC.,5,5650.0M,E 780.3M,RIVER,1290.5M,489873,7,N 169.9M,GAS,03-35-059-01W6,PRODUCTION,100/05-02-060-01W6/00,JUPITER HZ SMOKY 5-2-60-1,2018,54.13993193,-118.0401452
489874,JUPITER RESOURCES INC.,5,5558.0M,E 765.3M,RIVER,1290.5M,489874,7,N 169.7M,GAS,03-35-059-01W6,PRODUCTION,100/16-23-059-01W6/00,JUPITER HZ SMOKY 16-23-59-1,2018,54.13993193,-118.0401452
489875,JUPITER RESOURCES INC.,5,5148.0M,E 757.3M,RIVER,1290.5M,489875,7,N 169.6M,GAS,03-35-059-01W6,PRODUCTION,100/15-23-059-01W6/00,JUPITER HZ SMOKY 15-23-59-1,2018,54.13993193,-118.0401452
489876,JUPITER RESOURCES INC.,5,6780.0M,W 619.9M,RIVER,1284.1M,489876,7,N 291.2M,GAS,02-11-059-02W6,PRODUCTION,102/01-35-058-02W6/00,JUPITER HZ SMOKY 1-35-58-2,2018,54.08174217,-118.1777343
489877,JUPITER RESOURCES INC.,5,6660.0M,W 619.6M,RIVER,1284.1M,489877,7,N 283.2M,GAS,02-11-059-02W6,PRODUCTION,102/02-35-058-02W6/00,JUPITER HZ SMOKY 2-35-58-2,2018,54.08174217,-118.1777343
489878,JUPITER RESOURCES INC.,5,6660.0M,E 582.2M,RIVER,1288.5M,489878,7,N 287.5M,GAS,03-11-059-02W6,PRODUCTION,102/03-35-058-02W6/00,JUPITER HZ SMOKY 3-35-58-2,2018,54.08184731,-118.1896645
489879,JUPITER RESOURCES INC.,5,6780.0M,E 582.0M,RIVER,1288.2M,489879,7,N 295.5M,GAS,03-11-059-02W6,PRODUCTION,102/04-35-058-02W6/00,JUPITER HZ SMOKY 4-35-58-2,2018,54.08184731,-118.1896645
489880,CENOVUS FCCL LTD.,5,1965.0M,464.9M W,MCMURRAY,573.7M,489880,7,118/06-14-076-06W4/00 N,WATER,07-23-076-06W4,INJECTION,118/06-14-076-06W4/00,CVE FCCL L05I09 LEISMER 6-14-76-6,2018,55.59322232,-110.8105748
489881,REPSOL OIL & GAS CANADA INC.,5,6300.0M,W 704.6M,LAKE,989.1M,489881,7,N 366.4M,OIL,02-10-040-04W5,CRUDE,100/10-16-040-04W5/00,ROGCI HZ WILLGR 10-16-40-4,2018,52.42281552,-114.4839566
489882,IRON BRIDGE RESOURCES INC.,5,5200.0M,W 667.4M,MONTNEY,689.3M,489882,7,N 213.4M,OIL,02-23-068-03W6,CRUDE,102/16-16-068-03W6/00,IBR 102 HZ ELM 16-16-68-3,2018,54.89641828,-118.3334816
489883,CANADIAN NATURAL RESOURCES LIMITED,5,2053.0M,E 535.4M,SUNBURST,757.3M,489883,7,N 151.4M,OIL,03-27-018-13W4,CRUDE,104/09-21-018-13W4/00,CNRL HZ 103 BANTRY,2018,50.54447474,-111.7136597
489884,SUN CENTURY PETROLEUM CORPORATION,5,3360.0M,W 456.2M,WABAMUN,888.1M,489884,7,N 309.5M,GAS,02-10-037-23W4,PRODUCTION,100/01-03-037-23W4/00,SUN CENTURY MIKWAN,2018,52.15900797,-113.1978771
489885,WHITECAP RESOURCES INC.,5,2756.0M,E 178.6M,CARDIUM,871.5M,489885,7,S 258.7M,OIL,13-05-067-08W6,CRUDE,102/13-06-067-08W6/00,WHITECAP 102 HZ WAPITI 13-6-67-8,2018,54.77283553,-119.1853345
489886,IRON BRIDGE RESOURCES INC.,5,5000.0M,W 668.2M,MONTNEY,689.3M,489886,7,N 197.4M,OIL,02-23-068-03W6,CRUDE,100/02-13-068-03W6/00,IBR HZ ELM 2-13-68-3,2018,54.89641828,-118.3334816
489887,IRON BRIDGE RESOURCES INC.,5,5850.0M,W 667.8M,MONTNEY,689.3M,489887,7,N 205.4M,OIL,02-23-068-03W6,CRUDE,100/02-18-068-02W6/00,IBR HZ ELM 2-18-68-2,2018,54.89641828,-118.3334816
489888,BLACKSPUR OIL CORP.,5,3000.0M,E 65.3M,GLAUCONITIC,732.5M,489888,7,N 124.9M,OIL,04-33-019-13W4,CRUDE,102/14-21-019-13W4/00,BLACKSPUR 102 HZ BANTRY,2018,50.64624386,-111.7495118
489889,BLACKSPUR OIL CORP.,5,3000.0M,E 90.3M,GLAUCONITIC,732.5M,489889,7,N 124.8M,OIL,04-33-019-13W4,CRUDE,100/01-28-019-13W4/00,BLACKSPUR HZ BANTRY,2018,50.64624386,-111.7495118
489890,YANGARRA RESOURCES CORP.,6,5600.0M,E 570.6M,CARDIUM,1100.6M,489890,7,S 180.4M,OIL,14-06-037-07W5,CRUDE,102/14-18-037-07W5/00,YANGARRA HZ 102 CHEDDER 14-18-37-7,2018,52.15316884,-114.9917998
489891,YANGARRA RESOURCES CORP.,6,5150.0M,W 460.3M,CARDIUM,1032.5M,489891,7,S 362.5M,OIL,15-31-041-05W5,CRUDE,102/16-07-042-05W5/00,YANGARRA HZ 102 WILLGR 16-7-42-5,2018,52.57543266,-114.6999124
489892,YANGARRA RESOURCES CORP.,6,4100.0M,W 160.0M,CARDIUM,1052.2M,489892,7,N 299.9M,OIL,01-36-039-09W5,CRUDE,102/04-30-039-08W5/00,YANGARRA HZ 102 FERRIER 4-30-39-8,2018,52.39441618,-115.1552906
489893,YANGARRA RESOURCES CORP.,6,4900.0M,W 533.6M,CARDIUM,1037.9M,489893,7,S 427.4M,OIL,10-30-039-08W5,CRUDE,100/02-19-039-08W5/00,YANGARRA HZ FERRIER 2-19-39-8,2018,52.3871848,-115.1313522
489894,YANGARRA RESOURCES CORP.,6,5554.8M,E 123.1M,CARDIUM,1075.2M,489894,7,S 376.4M,OIL,13-34-043-10W5,CRUDE,102/16-09-044-10W5/00,YANGARRA HZ 102 FERRIER 16-9-44-10,2018,52.75096552,-115.3699439
489895,GRIZZLY RESOURCES LTD.,6,1872.0M,W 71.2M,CREEK,707.1M,489895,7,S 75.0M,WATER,16-26-078-08W6,INJECTION,102/01-36-078-08W6/00,GRL 102 HZ PROGRESS 1-36-78-8,2018,55.79081604,-119.1148377
489896,CANADIAN NATURAL RESOURCES LIMITED,6,1060.0M,E 119.8M,SAWTOOTH,778.8M,489896,7,N 744.6M,OIL,05-25-011-11W4,CRUDE,103/01-26-011-11W4/00,CNRL 103 BI 1-26-11-11,2018,49.93297357,-111.3829634
489897,CHEVRON CANADA LIMITED,6,4530.0M,E 380.2M,DUVERNAY,842.7M,489897,7,N 88.2M,GAS,04-07-062-20W5,PRODUCTION,100/03-06-062-20W5/00,CHEVRON HZ KAYBOBS 3-6-62-20,2018,54.34350862,-116.9913256
489898,CHEVRON CANADA LIMITED,6,5265.0M,E 387.5M,DUVERNAY,842.5M,489898,7,N 88.6M,GAS,04-07-062-20W5,PRODUCTION,100/02-06-062-20W5/00,CHEVRON HZ KAYBOBS 2-6-62-20,2018,54.34350862,-116.9913256
489899,CHEVRON CANADA LIMITED,6,5475.0M,E 394.8M,DUVERNAY,842.4M,489899,7,N 88.9M,GAS,04-07-062-20W5,PRODUCTION,100/01-06-062-20W5/00,CHEVRON HZ KAYBOBS 1-6-62-20,2018,54.34350862,-116.9913256
489900,CHEVRON CANADA LIMITED,6,5706.0M,E 402.1M,DUVERNAY,842.5M,489900,7,N 89.3M,GAS,04-07-062-20W5,PRODUCTION,102/04-05-062-20W5/00,CHEVRON 102 HZ KAYBOBS 4-5-62-20,2018,54.34350862,-116.9913256
489901,CHEVRON CANADA LIMITED,6,5810.0M,E 416.8M,DUVERNAY,842.8M,489901,7,N 89.9M,GAS,04-07-062-20W5,PRODUCTION,100/03-05-062-20W5/00,CHEVRON HZ KAYBOBS 3-5-62-20,2018,54.34350862,-116.9913256
489902,CHEVRON CANADA LIMITED,6,5791.0M,E 409.4M,DUVERNAY,842.7M,489902,7,N 89.6M,GAS,04-07-062-20W5,PRODUCTION,102/03-05-062-20W5/00,CHEVRON 102 HZ KAYBOBS 3-5-62-20,2018,54.34350862,-116.9913256
489903,CHEVRON CANADA LIMITED,6,5850.0M,E 424.1M,DUVERNAY,842.8M,489903,7,N 90.3M,GAS,03-07-062-20W5,PRODUCTION,100/06-05-062-20W5/00,CHEVRON HZ KAYBOBS 6-5-62-20,2018,54.34350862,-116.9913256
489904,CANADIAN NATURAL RESOURCES LIMITED,6,436.0M,101.5M E,RAPIDS,659.4M,489904,7,100/13-16-067-05W4/00 S,NONE,13-16-067-05W4,OBSERVATION,100/13-16-067-05W4/00,CNRL PS44 OBS PS FISHER 13-16-67-5,2018,54.80020668,-110.707267
489905,CANADIAN NATURAL RESOURCES LIMITED,6,434.0M,802.0M W,RAPIDS,657.9M,489905,7,100/07-16-067-05W4/00 N,NONE,07-16-067-05W4,OBSERVATION,100/07-16-067-05W4/00,CNRL PS45 OBS PS FISHER 7-16-67-5,2018,54.79303286,-110.694711
489906,CANADIAN NATURAL RESOURCES LIMITED,6,442.0M,423.6M W,RAPIDS,663.4M,489906,7,106/09-10-067-05W4/00 S,NONE,09-10-067-05W4,OBSERVATION,106/09-10-067-05W4/00,CNRL PS46 OBS PS LEMING 9-10-67-5,2018,54.78556665,-110.6692833
489907,CANADIAN NATURAL RESOURCES LIMITED,6,433.0M,230.2M E,RAPIDS,654.1M,489907,7,100/14-08-067-05W4/00 S,NONE,14-08-067-05W4,OBSERVATION,100/14-08-067-05W4/00,CNRL PS47 OBS PS LEMING 14-8-67-5,2018,54.78556581,-110.7327033
489908,CANADIAN NATURAL RESOURCES LIMITED,6,433.0M,382.5M W,RAPIDS,653.4M,489908,7,100/16-08-067-05W4/00 S,NONE,16-08-067-05W4,OBSERVATION,100/16-08-067-05W4/00,CNRL PS48 OBS PS LEMING 16-8-67-5,2018,54.78556861,-110.7201443
